SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
MLS Listing,Single Family Residential,10 Sunlit Frst,The Woodlands,TX,77381,549900,4,3.5,The Woodlands/panther Creek,3738,20636,1983,2,Garage,25,Active,,,,,549900,1994-11-09,250040.0,http://www.redfin.com/TX/Spring/10-E-Sunlit-Forest-Dr-77381/home/33228587,Houston Association of Realtors Multiple Listing Service (HARMLS),51486307,Keller Williams Realty The Woodlands,N,Y,30.153986,-95.488906,false
MLS Listing,Single Family Residential,48 Sunlit Forest Dr,The Woodlands,TX,77381,599000,4,3.5,Woodlands Vil Panther Ck,3419,9594,1988,2,Garage,272,Active,,,,2015-07-31,615000,1992-07-21,204360.0,http://www.redfin.com/TX/Spring/48-Sunlit-Forest-Dr-77381/home/33227178,Houston Association of Realtors Multiple Listing Service (HARMLS),40270859,RE/MAX Hometown,N,Y,30.152028,-95.492444,false
MLS Listing,Single Family Residential,12 Lilium Ct,The Woodlands,TX,77380,249900,4,2.5,Wdlnds Village Grogans Ml 13,2145,6893,1978,2,Garage,27,Active,,,,,249900,,,http://www.redfin.com/TX/Spring/12-Lilium-Ct-77380/home/33231501,Houston Association of Realtors Multiple Listing Service (HARMLS),98644383,"Southern Star Properties, LLC",N,Y,30.15066,-95.472443,false
MLS Listing,Single Family Residential,115 Northgate Dr,The Woodlands,TX,77380,749000,4,4.5,The Woodlands Grogans Mill 4,4442,24383,1992,3,Garage,127,Active,,,,,749000,1992-10-15,416000.0,http://www.redfin.com/TX/Spring/115-Northgate-Dr-77380/home/33233940,Houston Association of Realtors Multiple Listing Service (HARMLS),56980440,RE/MAX The Woodlands & Spring,N,Y,30.11779,-95.478875,false
MLS Listing,Single Family Residential,111 N Bacopa Dr,The Woodlands,TX,77389,440000,4,3.5,Creekside Park,3274,10819,2011,2,Garage,58,Active,,,,,440000,,,http://www.redfin.com/TX/Spring/111-N-Bacopa-Dr-77389/home/40195199,Houston Association of Realtors Multiple Listing Service (HARMLS),89544472,"Coldwell Banker United, REALTORS",N,Y,30.145936,-95.518667,false
MLS Listing,Single Family Residential,127 N Thatcher Bnd,The Woodlands,TX,77389,625000,4,4.5,The Woodlands-creekside Park,4154,13866,2014,3,Garage,57,Active,,,,2015-12-07,651167,,,http://www.redfin.com/TX/The-Woodlands/127-N-Thatcher-Bend-Cir-77389/home/53444749,Houston Association of Realtors Multiple Listing Service (HARMLS),19905653,Weekley Properties Beverly Bradley,N,Y,30.101417,-95.509247,false
MLS Listing,Single Family Residential,31 W Lasting Spring Cir,The Woodlands,TX,77389,289700,4,2.5,The Woodlands Creekside Park,2449,8893,2008,2,Garage,109,Active,,,,,289700,,,http://www.redfin.com/TX/Spring/31-W-Lasting-Spring-Cir-77389/home/29601024,Houston Association of Realtors Multiple Listing Service (HARMLS),65090802,RE/MAX The Woodlands & Spring,N,Y,30.137924,-95.527181,false
MLS Listing,Single Family Residential,3 Painted Post Pl,The Woodlands,TX,77389,349900,4,3.5,The Woodlands Creekside Park,2617,7499,2012,2,Garage,25,Active,,,,,349900,,,http://www.redfin.com/TX/Spring/3-Painted-Post-Pl-77389/home/52561087,Houston Association of Realtors Multiple Listing Service (HARMLS),52704859,Houston International Realty,N,Y,30.138414447204852,-95.54474294185638,false
MLS Listing,Single Family Residential,94 Regan Mead,The Woodlands,TX,77382,298900,4,2.0,Sterling Ridge,2351,,2004,2,Garage,56,Active,,,,,298900,2009-09-02,217000.0,http://www.redfin.com/TX/Spring/94-S-Regan-Mead-Cir-77382/home/32585112,Houston Association of Realtors Multiple Listing Service (HARMLS),55502847,Woodlands Realty Professionals,N,Y,30.177118,-95.57117,false
MLS Listing,Single Family Residential,4 Mayfair Grove Ct,The Woodlands,TX,77381,375000,4,2.5,The Woodlands Panther Creek,2537,8580,1982,2,Garage,71,Active,,,,,375000,2015-04-02,359000.0,http://www.redfin.com/TX/Spring/4-Mayfair-Grove-Ct-77381/home/33227741,Houston Association of Realtors Multiple Listing Service (HARMLS),72931574,Connect Realty.com,N,Y,30.162236,-95.49349,false
MLS Listing,Single Family Residential,34 Jaden Oaks (Unable to map),The Woodlands,TX,77375,745993,4,4.5,Creekside Park,4392,,2015,3,Garage,41,Active,,,,,745993,,,http://www.redfin.com/TX/Tomball/34-Jaden-Oaks-Pl-77375/home/102284185,Houston Association of Realtors Multiple Listing Service (HARMLS),47715104,Trendmaker Homes,N,Y,,,false
MLS Listing,Single Family Residential,47 S Stony Bridge Cir,The Woodlands,TX,77381,239000,4,2.5,The Woodlands Cochrans Cross,2026,6993,1989,2,Garage,87,Active,,,,,239000,,,http://www.redfin.com/TX/Spring/47-S-Stony-Bridge-Cir-77381/home/33222802,Houston Association of Realtors Multiple Listing Service (HARMLS),8935194,BHGRE Gary Greene,N,Y,30.176037,-95.518171,false
MLS Listing,Single Family Residential,57 W Tallowberry,The Woodlands,TX,77381,343000,4,2.5,Panther CK,2218,7086,1993,2,Garage,107,Active,,,,2015-11-30,377000,1994-03-11,159201.0,http://www.redfin.com/TX/Spring/57-W-Tallowberry-Dr-77381/home/33227287,Houston Association of Realtors Multiple Listing Service (HARMLS),93890347,"Coldwell Banker United, REALTORS",N,Y,30.175227,-95.49987,false
MLS Listing,Single Family Residential,14 W Estherwood Pl,The Woodlands,TX,77354,334900,4,3.5,The Woodlands Sterling Ridge,2729,6613,2014,2,Garage,165,Active,,,,2015-11-23,342500,,,http://www.redfin.com/TX/Magnolia/14-Estherwood-Pl-77354/home/40337436,Houston Association of Realtors Multiple Listing Service (HARMLS),48215463,RE/MAX The Woodlands & Spring,N,Y,30.1744480133057,-95.5930099487305,false
MLS Listing,Single Family Residential,31 Hearthshire Cir,The Woodlands,TX,77354,345000,4,3.5,The Woodlands Sterling Ridge,2976,8275,2013,2,Garage,120,Active,,,,2015-10-19,352700,,,http://www.redfin.com/TX/Magnolia/31-Hearthshire-Cir-77354/home/40337421,Houston Association of Realtors Multiple Listing Service (HARMLS),22910774,"Zarco Properties, LLC",N,Y,30.1761436462402,-95.5924987792969,false
MLS Listing,Single Family Residential,79 W Arbor Camp Cir,Spring,TX,77389,375000,4,3.5,The Woodlands Creekside Park,2891,8664,2007,2,Garage,108,Active,,,,2015-11-19,380000,2013-06-28,323000.0,http://www.redfin.com/TX/Spring/79-W-Arbor-Camp-Cir-77389/home/29589969,Houston Association of Realtors Multiple Listing Service (HARMLS),66561593,Keller Williams Realty Northeast,N,Y,30.13773,-95.519169,false
MLS Listing,Single Family Residential,154 Rocky Point Dr,Spring,TX,77389,315000,4,2.0,The Woodlands Creekside Park,2518,11302,2007,2,Garage,131,Active,,,,,315000,2013-11-12,289000.0,http://www.redfin.com/TX/Spring/154-Rocky-Point-Dr-77389/home/29589975,Houston Association of Realtors Multiple Listing Service (HARMLS),38824724,Texas 5th Star Realty,N,Y,30.137653,-95.522328,false
MLS Listing,Single Family Residential,30 Sagamore Ridge Pl,The Woodlands,TX,77389,415000,4,3.0,Creekside Jagged Ridge,3166,11131,2009,2,Garage,190,Active,,,,2015-11-02,434000,2013-05-01,317000.0,http://www.redfin.com/TX/Spring/30-Sagamore-Ridge-Pl-77389/home/34238027,Houston Association of Realtors Multiple Listing Service (HARMLS),81260545,BHGRE Gary Greene,N,Y,30.137664,-95.534788,false
MLS Listing,Single Family Residential,79 E Sterling Pond Cir,The Woodlands,TX,77382,299900,4,2.5,The Woodlands Alden Bridge 0,2478,9016,1994,2,Garage,144,Active,,,,,299900,1994-05-06,148295.0,http://www.redfin.com/TX/Spring/79-E-Sterling-Pond-Cir-77382/home/33217913,Houston Association of Realtors Multiple Listing Service (HARMLS),21622688,RE/MAX Southwest,N,Y,30.194799,-95.482481,false
MLS Listing,Single Family Residential,54 Pioneer Canyon Pl,The Woodlands,TX,77375,364280,4,3.0,The Woodlands,2660,7390,2015,2,Garage,156,Active,,,,2015-11-12,391100,,,http://www.redfin.com/TX/The-Woodlands/54-Pioneer-Canyon-Pl-77375/home/91488723,Houston Association of Realtors Multiple Listing Service (HARMLS),53444315,Pulte Homes,N,Y,30.139625,-95.559886,false
MLS Listing,Single Family Residential,207 Oarwood Pl,Spring,TX,77389,600000,4,3.5,The Woodlands Creekside Park,3334,10118,2009,3,Garage,187,Active,,,,,600000,2010-02-26,390000.0,http://www.redfin.com/TX/Spring/207-Oarwood-Pl-77389/home/34202865,Houston Association of Realtors Multiple Listing Service (HARMLS),93871056,D&R Real Estate,N,Y,30.141039,-95.51185,false
MLS Listing,Single Family Residential,21 Tamarind,The Woodlands,TX,77381,344000,4,2.5,Peaceful Canyon,2309,7414,1997,2,Garage,108,Active,,,,,344000,,,http://www.redfin.com/TX/Spring/21-Tamarind-Pl-77381/home/33217413,Houston Association of Realtors Multiple Listing Service (HARMLS),50710114,"Southern Star Properties, LLC",N,Y,30.167038,-95.521528,false
MLS Listing,Single Family Residential,36 Watertree Ct,The Woodlands,TX,77380,749000,4,3.5,The Woodlands Grogans Mill 4,4867,23103,1989,3,Garage,103,Active,,,,,749000,,,http://www.redfin.com/TX/Spring/36-Watertree-Ct-77380/home/33233750,Houston Association of Realtors Multiple Listing Service (HARMLS),45302420,RE/MAX The Woodlands & Spring,N,Y,30.129994,-95.481112,false
MLS Listing,Single Family Residential,58 Watertree Dr,The Woodlands,TX,77380,550000,4,3.5,The Woodlands Grogans Mill 4,3479,18677,1984,2,Garage,135,Active,,,,,550000,2013-05-24,435000.0,http://www.redfin.com/TX/Spring/58-Watertree-Dr-77380/home/33233763,Houston Association of Realtors Multiple Listing Service (HARMLS),85432070,Tompkins Realty,N,Y,30.129636,-95.482443,false
MLS Listing,Single Family Residential,14 Millwright Pl,The Woodlands,TX,77382,592400,4,3.5,The Woodlands Sterling Ridge 05,3705,11492,2001,2,Garage,77,Active,,,,,592400,,,http://www.redfin.com/TX/Spring/14-Millwright-Pl-77382/home/33288313,Houston Association of Realtors Multiple Listing Service (HARMLS),50784504,RE/MAX The Woodlands & Spring,N,Y,30.184058,-95.54564,false
MLS Listing,Single Family Residential,95 Baronet Woods Ct,The Woodlands,TX,77382,750000,4,4.0,The Woodlands Sterling Ridge,3752,12533,2001,4,Garage,30,Active,,,,,750000,,,http://www.redfin.com/TX/Spring/95-Baronet-Woods-Ct-77382/home/33289240,Houston Association of Realtors Multiple Listing Service (HARMLS),40738230,RE/MAX The Woodlands & Spring,N,Y,30.183713,-95.556913,false
MLS Listing,Single Family Residential,26 Rosedale Brook Ct,The Woodlands,TX,77381,299900,4,2.5,The Woodlands Panther Creek,2379,15698,1982,2,Garage,111,Active,,,,2015-11-19,309900,2011-07-21,200000.0,http://www.redfin.com/TX/Spring/26-Rosedale-Brook-Ct-77381/home/33227640,Houston Association of Realtors Multiple Listing Service (HARMLS),73714043,BHGRE Gary Greene,N,Y,30.160868,-95.495973,false
MLS Listing,Single Family Residential,202 Hearthshire Cir,The Woodlands,TX,77354,299900,4,3.0,The Woodlands Sterling Ridge,2244,6635,2012,2,Garage,70,Active,,,,,299900,2013-05-29,247859.0,http://www.redfin.com/TX/Magnolia/202-Hearthshire-Cir-77354/home/40337276,Houston Association of Realtors Multiple Listing Service (HARMLS),46910867,Parkway Realty Mary Smitherman,N,Y,30.176,-95.5929,false
MLS Listing,Single Family Residential,3 Clare Point Dr,The Woodlands,TX,77354,449000,4,4.5,Woodlands Sterling Ridge,4147,8735,2012,3,Garage,108,Active,,,,,449000,2012-05-18,390000.0,http://www.redfin.com/TX/Magnolia/3-Clare-Point-Dr-77354/home/32734326,Houston Association of Realtors Multiple Listing Service (HARMLS),40831876,RE/MAX The Woodlands & Spring,N,Y,30.175263,-95.595277,false
MLS Listing,Single Family Residential,34 Split Rock Ct,The Woodlands,TX,77381,305000,4,2.5,The Woodlands Panther Creek,2342,10009,1983,2,Garage,150,Active,,,,2015-10-30,350000,,,http://www.redfin.com/TX/Spring/34-Split-Rock-Ct-77381/home/33228353,Houston Association of Realtors Multiple Listing Service (HARMLS),28370182,Village Realty,N,Y,30.172485,-95.494238,false
MLS Listing,Single Family Residential,47 W Rock Wing Pl,The Woodlands,TX,77381,620000,4,4.0,The Woodlands Panther Creek,3833,14823,1990,2,Garage,144,Active,,,,2015-10-20,649900,1993-07-01,268992.0,http://www.redfin.com/TX/Spring/47-W-Rock-Wing-Pl-77381/home/33229363,Houston Association of Realtors Multiple Listing Service (HARMLS),22214409,RE/MAX The Woodlands & Spring,N,Y,30.172436,-95.486996,false
MLS Listing,Single Family Residential,19 Ivory Moon Pl,The Woodlands,TX,77381,550000,4,3.5,The Woodlands Indian Springs 13,3429,13623,1997,3,Garage,61,Active,,,,,550000,,,http://www.redfin.com/TX/Spring/19-Ivory-Moon-Pl-77381/home/33217558,Houston Association of Realtors Multiple Listing Service (HARMLS),13714899,RE/MAX The Woodlands & Spring,N,Y,30.176505,-95.530416,false
MLS Listing,Single Family Residential,27 Clare Point Dr,The Woodlands,TX,77354,525000,4,3.5,Wdlnds Village Sterling Ridg,3484,14791,2010,3,Garage,50,Active,,,,,525000,2010-12-29,379000.0,http://www.redfin.com/TX/Magnolia/27-Clare-Point-Dr-77354/home/32734352,Houston Association of Realtors Multiple Listing Service (HARMLS),88968419,BHGRE Gary Greene,N,Y,30.174615,-95.59676,false
MLS Listing,Single Family Residential,7 Woodmoor Pl,The Woodlands,TX,77354,345000,4,3.5,The Woodlands Sterling Ridge,2994,6600,2008,2,Garage,39,Active,,,,,345000,,,http://www.redfin.com/TX/Magnolia/7-Woodmoor-Pl-77354/home/32707491,Houston Association of Realtors Multiple Listing Service (HARMLS),94542007,RE/MAX The Woodlands & Spring,N,Y,30.17652,-95.594975,false
MLS Listing,Single Family Residential,119 Frosted Pond Pl,The Woodlands,TX,77381,429000,4,3.5,The Woodlands Indian Spgs 13,3020,10786,1998,3,Garage,40,Active,,,,,429000,,,http://www.redfin.com/TX/Spring/119-Frosted-Pond-Pl-77381/home/33217672,Houston Association of Realtors Multiple Listing Service (HARMLS),67087924,RE/MAX Metro,N,Y,30.17523,-95.532951,false
MLS Listing,Single Family Residential,3 W Mistybreeze Cir,The Woodlands,TX,77381,223900,4,2.5,Wdlnds Village Cochrans Cr 0,1666,7852,1983,2,Garage,41,Active,,,,,223900,2012-03-13,146000.0,http://www.redfin.com/TX/Spring/3-W-Mistybreeze-Cir-77381/home/33221129,Houston Association of Realtors Multiple Listing Service (HARMLS),37413894,BHGRE Gary Greene,N,Y,30.174735,-95.510624,false
MLS Listing,Single Family Residential,2 Hickory Oak Dr,The Woodlands,TX,77381,249900,4,3.5,The Woodlands,2422,7176,1983,2,Garage,29,Active,,,,,249900,,,http://www.redfin.com/TX/Spring/2-Hickory-Oak-Dr-77381/home/33228146,Houston Association of Realtors Multiple Listing Service (HARMLS),76280154,Texas United Realty,N,Y,30.175199,-95.497569,false
MLS Listing,Single Family Residential,86 S French Oaks Cir,The Woodlands,TX,77382,420000,4,3.5,Wdlnds Village Sterling Ridg,2999,8056,2006,2,Garage,25,Active,,,,,420000,,,http://www.redfin.com/TX/The-Woodlands/86-E-French-Oaks-Cir-77382/home/32636531,Houston Association of Realtors Multiple Listing Service (HARMLS),36109237,Wick Mullins Realty Group,N,Y,30.175034,-95.583404,false
MLS Listing,Single Family Residential,1 Fawnmist Pl,The Woodlands,TX,77381,609900,4,3.5,The Woodlands Cochrans Cross,3600,11035,1988,3,Garage,207,Active,,,,,609900,,,http://www.redfin.com/TX/Spring/1-Fawnmist-Pl-77381/home/33221547,Houston Association of Realtors Multiple Listing Service (HARMLS),90651827,Texas United Realty,N,Y,30.186631,-95.507929,false
MLS Listing,Single Family Residential,51 S Dulcet Hollow Cir,The Woodlands,TX,77382,459000,4,3.5,The Woodlands Sterling Ridge,3123,11522,2002,2,Garage,117,Active,,,,2015-10-24,485000,,,http://www.redfin.com/TX/Spring/51-S-Dulcet-Hollow-Cir-77382/home/33289184,Houston Association of Realtors Multiple Listing Service (HARMLS),80864714,Houston International Realty,N,Y,30.186434,-95.562228,false
MLS Listing,Single Family Residential,6 Graylin Woods Pl,The Woodlands,TX,77382,575000,4,3.5,The Woodlands Sterling Ridge,4435,12678,2002,4,Garage,58,Active,,,,2015-12-29,635000,,,http://www.redfin.com/TX/Spring/6-Graylin-Woods-Pl-77382/home/32533934,Houston Association of Realtors Multiple Listing Service (HARMLS),53334687,Keller Williams Realty The Woodlands,N,Y,30.188283,-95.581693,false
MLS Listing,Single Family Residential,7 Korbel Ct,The Woodlands,TX,77382,380000,4,3.5,The Woodlands Sterling Ridge,2899,12343,2006,2,Garage,103,Active,,,,,380000,,,http://www.redfin.com/TX/The-Woodlands/7-Korbel-Ct-77382/home/32615494,Houston Association of Realtors Multiple Listing Service (HARMLS),2531689,"Bernstein Realty, Inc.",N,Y,30.184199,-95.584641,false
MLS Listing,Single Family Residential,5 Torch Pine Ct,The Woodlands,TX,77381,244900,4,2.5,The Woodlands Panther Creek,2235,12632,1983,2,Garage,50,Active,,,,,244900,,,http://www.redfin.com/TX/Spring/5-Torch-Pine-Ct-77381/home/33226894,Houston Association of Realtors Multiple Listing Service (HARMLS),61071284,RE/MAX The Woodlands & Spring,N,Y,30.157781,-95.508369,false
MLS Listing,Single Family Residential,59 S Trace Creek Dr,The Woodlands,TX,77381,319500,4,2.5,Wdlnds Village Indian Sprg 0,2498,9294,1988,2,Garage,38,Active,,,,,319500,,,http://www.redfin.com/TX/Spring/59-S-Trace-Creek-Dr-77381/home/33216781,Houston Association of Realtors Multiple Listing Service (HARMLS),26800774,Cannon Realty & Associates,N,Y,30.157491,-95.511967,false
MLS Listing,Single Family Residential,11 Devon Dale Dr,The Woodlands,TX,77375,697369,4,3.5,Creekside,3827,,2015,3,Garage,214,Active,,,,2016-01-04,697374,,,http://www.redfin.com/TX/The-Woodlands/11-Devon-Dale-Dr-77375/home/87778223,Houston Association of Realtors Multiple Listing Service (HARMLS),77400479,J. Patrick Homes,N,Y,30.158212,-95.501165,false
MLS Listing,Single Family Residential,63 Birch Canoe Dr,The Woodlands,TX,77375,704263,4,3.5,Creekside,3782,,2015,3,Garage,144,Active,,,,2016-01-04,713207,,,http://www.redfin.com/TX/The-Woodlands/63-Birch-Canoe-Dr-77375/home/96673737,Houston Association of Realtors Multiple Listing Service (HARMLS),81938434,J. Patrick Homes,N,Y,30.158212,-95.501165,false
MLS Listing,Single Family Residential,38 Colewood Ct,The Woodlands,TX,77382,337500,4,2.0,The Woodlands Sterling Ridge,2506,8340,2006,2,Garage,25,Active,,,,,337500,2012-08-28,238000.0,http://www.redfin.com/TX/The-Woodlands/38-Colewood-Ct-77382/home/32642351,Houston Association of Realtors Multiple Listing Service (HARMLS),13519294,RE/MAX Hometown,N,Y,30.201822,-95.581729,false
MLS Listing,Single Family Residential,103 N Crisp Morning Cir,The Woodlands,TX,77382,425000,4,3.5,The Woodlands Alden Bridge 9,3018,14006,2003,2,Garage,31,Active,,,,,425000,,,http://www.redfin.com/TX/Spring/103-N-Crisp-Morning-Cir-77382/home/33292579,Houston Association of Realtors Multiple Listing Service (HARMLS),7668219,Keller Williams Realty The Woodlands,N,Y,30.209673,-95.567874,false
MLS Listing,Single Family Residential,66 Planchard Cir,The Woodlands,TX,77382,335000,4,2.0,Sterling Ridge,2294,8220,2006,2,Garage,30,Active,,,,,335000,2011-07-22,260000.0,http://www.redfin.com/TX/The-Woodlands/66-N-Planchard-Cir-77382/home/32642627,Houston Association of Realtors Multiple Listing Service (HARMLS),72717709,Keller Williams Realty The Woodlands,N,Y,30.19962,-95.58255,false
MLS Listing,Single Family Residential,102 Player Oaks Pl,The Woodlands,TX,77382,750000,4,3.5,The Woodlands Sterling Ridge,5030,13528,2007,3,Garage,40,Active,,,,,750000,,,http://www.redfin.com/TX/The-Woodlands/102-Player-Oaks-Pl-77382/home/32664144,Houston Association of Realtors Multiple Listing Service (HARMLS),14932526,RE/MAX The Woodlands & Spring,N,Y,30.203249,-95.570072,false
MLS Listing,Single Family Residential,51 New Dawn Pl,The Woodlands,TX,77385,290000,4,2.5,Wdlnds Harpers Lnd College P,3136,10776,2001,2,Garage,37,Active,,,,,290000,2014-08-06,288500.0,http://www.redfin.com/TX/Conroe/51-New-Dawn-Pl-77385/home/33290725,Houston Association of Realtors Multiple Listing Service (HARMLS),51479535,"Coldwell Banker United, REALTORS",N,Y,30.222019,-95.444773,false
MLS Listing,Single Family Residential,10 Candlenut Pl,The Woodlands,TX,77381,585000,4,3.5,The Woodlands Cochrans CR,3335,10273,1995,3,Garage,45,Active,,,,,585000,2013-10-11,500000.0,http://www.redfin.com/TX/Spring/10-Candlenut-Pl-77381/home/33225495,Houston Association of Realtors Multiple Listing Service (HARMLS),44634499,Keller Williams Realty The Woodlands,N,Y,30.196731,-95.512405,false
MLS Listing,Single Family Residential,231 N Wimberly Way,The Woodlands,TX,77385,230000,4,2.5,The Woodlands Harpers Landin,2347,7440,2000,2,Garage,152,Active,,,,2015-12-18,254900,,,http://www.redfin.com/TX/Conroe/231-N-Wimberly-Way-77385/home/33267172,Houston Association of Realtors Multiple Listing Service (HARMLS),59256245,Tamborrel Properties,N,Y,30.218413,-95.439116,false
MLS Listing,Single Family Residential,11 Dalea,The Woodlands,TX,77382,320000,4,2.5,The Woodlands Alden Bridge 3,2515,6142,2000,2,Garage,103,Active,,,,2015-12-01,331000,,,http://www.redfin.com/TX/Spring/11-Dalea-Pl-77382/home/33254679,Houston Association of Realtors Multiple Listing Service (HARMLS),61651133,Keller Williams Signature,N,Y,30.213757,-95.544333,false
MLS Listing,Single Family Residential,38 W Fairbranch Cir,The Woodlands,TX,77382,599999,4,4.0,The Woodlands Alden Bridge 4,3692,11220,1998,3,Garage,217,Active,,,,2015-08-07,615000,,,http://www.redfin.com/TX/Spring/38-W-Fairbranch-Cir-77382/home/33256012,Houston Association of Realtors Multiple Listing Service (HARMLS),26051506,RE/MAX The Woodlands & Spring,N,Y,30.202794,-95.536901,false
MLS Listing,Single Family Residential,18 W Greenvine Ct,The Woodlands,TX,77382,429000,4,3.5,The Woodlands Alden Bridge,3020,10681,1998,2,Garage,51,Active,,,,,429000,2010-09-14,320000.0,http://www.redfin.com/TX/Spring/18-W-Greenvine-Ct-77382/home/33253590,Houston Association of Realtors Multiple Listing Service (HARMLS),87808609,Keller Williams Realty The Woodlands,N,Y,30.206783,-95.536039,false
MLS Listing,Single Family Residential,11 Townsend Pl,The Woodlands,TX,77382,395500,4,3.5,The Woodlands,2780,9315,1993,2,Garage,88,Active,,,,,395500,1994-03-17,196973.0,http://www.redfin.com/TX/Spring/11-Townsend-Pl-77382/home/33217922,Houston Association of Realtors Multiple Listing Service (HARMLS),60008004,Champions Real Estate Group,N,Y,30.195193,-95.486752,false
MLS Listing,Single Family Residential,66 N Cochrans Green Cir,The Woodlands,TX,77381,499000,4,4.0,The Woodlands Cochrans Crossing,3442,11586,1991,2,Garage,117,Active,,,,,499000,2012-10-24,360000.0,http://www.redfin.com/TX/Spring/66-N-Cochrans-Green-Cir-77381/home/33223668,Houston Association of Realtors Multiple Listing Service (HARMLS),15677851,RE/MAX The Woodlands & Spring,N,Y,30.201398,-95.516476,false
MLS Listing,Single Family Residential,55 Mystic Lake Cir,Spring,TX,77381,549000,4,3.5,The Woodlands Cochrans Cross,3618,12180,1991,3,Garage,98,Active,,,,,549000,2012-06-29,405000.0,http://www.redfin.com/TX/Spring/55-Mystic-Lake-Cir-77381/home/33223810,Houston Association of Realtors Multiple Listing Service (HARMLS),54632604,Lake Conroe Realty,N,Y,30.197512,-95.498851,false
MLS Listing,Single Family Residential,110 Meadowspring Cir,The Woodlands,TX,77381,525000,4,3.5,The Woodlands Cochrans Cross,3386,9375,1993,2,Garage,85,Active,,,,,525000,2014-02-27,450000.0,http://www.redfin.com/TX/Spring/110-Meadowspring-Cir-77381/home/33225406,Houston Association of Realtors Multiple Listing Service (HARMLS),22746948,BHGRE Gary Greene,N,Y,30.206075,-95.526178,false
MLS Listing,Single Family Residential,6 Hobbit Glen Dr,The Woodlands,TX,77384,299950,4,2.0,The Woodlands Alden Bridge 7,2707,10708,2000,2,Garage,133,Active,,,,2015-10-20,329000,,,http://www.redfin.com/TX/Conroe/6-Hobbit-Glen-Pl-77384/home/33269570,Houston Association of Realtors Multiple Listing Service (HARMLS),10519810,Urban Provision REALTORS,N,Y,30.223983,-95.503886,false
MLS Listing,Single Family Residential,35 Ryanwyck Pl,The Woodlands,TX,77384,380000,4,3.5,The Woodlands Alden Bridge,3000,9420,2003,2,Garage,273,Active,,,,2015-10-15,429900,,,http://www.redfin.com/TX/Conroe/35-Ryanwyck-Pl-77384/home/33292212,Houston Association of Realtors Multiple Listing Service (HARMLS),21496359,Keller Williams Realty The Woodlands,N,Y,30.220312,-95.500786,false
MLS Listing,Single Family Residential,47 S Hawthorne Hollow Cir,The Woodlands,TX,77384,319000,4,2.5,The Woodlands Alden Bridge,2599,15843,2003,3,Garage,131,Active,,,,2015-12-03,336500,,,http://www.redfin.com/TX/Conroe/47-S-Hawthorne-Hollow-Cir-77384/home/33292298,Houston Association of Realtors Multiple Listing Service (HARMLS),54722144,RE/MAX Legends,N,Y,30.220318,-95.50323,false
MLS Listing,Single Family Residential,10 Bonnaire Dr,The Woodlands,TX,77382,334900,4,2.5,The Woodlands Alden Bridge 2,2471,9148,1998,2,Garage,122,Active,,,,,334900,2011-05-27,229300.0,http://www.redfin.com/TX/Spring/10-Bonnaire-Dr-77382/home/33220092,Houston Association of Realtors Multiple Listing Service (HARMLS),29129107,Urban Provision REALTORS,N,Y,30.217331,-95.531658,false
MLS Listing,Single Family Residential,155 Wisteria Walk Cir,The Woodlands,TX,77381,354900,4,3.5,The Woodlands Cochrans Cross,2836,8410,1994,2,Garage,140,Active,,,,2015-12-03,384900,1994-08-29,222442.0,http://www.redfin.com/TX/Spring/155-Wisteria-Walk-Cir-77381/home/33225152,Houston Association of Realtors Multiple Listing Service (HARMLS),31270252,RE/MAX The Woodlands & Spring,N,Y,30.199865,-95.532468,false
For-Sale-by-Owner Listing,Single Family Residential,6 S Dragonwood Pl,The Woodlands,TX,77381,350000,4,3.0,The Woodlands,3000,,1991,0,,44,Active,,,,,350000,1993-06-01,191520.0,http://www.redfin.com/TX/The-Woodlands/6-S-Dragonwood-Pl-77381/home/33224254,Oodle,4091072819,Owners.com via Oodle,N,Y,30.201918,-95.509773,false
MLS Listing,Single Family Residential,55 E Montfair Blv,The Woodlands,TX,77382,348000,4,3.0,The Woodlands Sterling Ridge,2683,7442,2008,2,Garage,201,Active,,,,2015-08-27,349000,,,http://www.redfin.com/TX/The-Woodlands/55-E-Montfair-Blvd-77382/home/32663576,Houston Association of Realtors Multiple Listing Service (HARMLS),95193143,ZipRealty Residental Brokerage,N,Y,30.196914,-95.583594,false
MLS Listing,Single Family Residential,270 Fairwind Trail Dr,Woodlands,TX,77385,330000,4,2.5,The Woodlands Harper's Landing,2780,7867,2005,2,Garage,101,Active,,,,,330000,,,http://www.redfin.com/TX/Conroe/270-Fairwind-Trail-Dr-77385/home/32537266,Houston Association of Realtors Multiple Listing Service (HARMLS),495469,RE/MAX Preferred Group,N,Y,30.215059,-95.440119,false
