SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
MLS Listing,Single Family Residential,71 Overland Heath,The Woodlands,TX,77375,529990,4,3.5,Creekside Park West,3242,6820,2015,2,Garage,299,Active,,,,2016-01-14,555094,,,http://www.redfin.com/TX/Tomball/71-Overland-Heath-Dr-77375/home/62585289,Houston Association of Realtors Multiple Listing Service (HARMLS),87378040,Gatehouse Properties,N,Y,30.160226,-95.550229,false
MLS Listing,Single Family Residential,26 Overland Heath,Tomball,TX,77375,519990,4,4.5,Creekside Park,3281,6879,2015,2,Garage,192,Active,,,,2016-01-14,540091,,,http://www.redfin.com/TX/Tomball/26-Overland-Heath-Dr-77375/home/81560869,Houston Association of Realtors Multiple Listing Service (HARMLS),34321304,Gatehouse Properties,N,Y,30.160226,-95.550229,false
MLS Listing,Single Family Residential,19 Pebble Pocket Ct,The Woodlands,TX,77375,534000,4,4.0,The Woodlands Creekside Park,3137,,2015,3,Garage,278,Active,,,,2016-01-16,611871,,,http://www.redfin.com/TX/The-Woodlands/19-Pebble-Pocket-Ct-77375/home/66051385,Houston Association of Realtors Multiple Listing Service (HARMLS),94288732,RE/MAX Professional Group,N,Y,30.145135,-95.558855,false
MLS Listing,Single Family Residential,122 N Downy Willow Cir,The Woodlands,TX,77382,364700,4,3.5,The Woodlands Alden Bridge 6,2932,10147,1999,3,Garage,9,Active,,,,,364700,,,http://www.redfin.com/TX/Spring/122-N-Downy-Willow-Cir-77382/home/33257855,Houston Association of Realtors Multiple Listing Service (HARMLS),80725441,RE/MAX The Woodlands & Spring,N,Y,30.21279,-95.558064,false
New Construction Plan,Single Family Residential,Greensboro,Tomball,TX,77375,400490,4,3.0,The Woodlands- Patios,3089,,,2,Garage,25,Active,,,,,400490,,,http://www.redfin.com/TX/Tomball/The-Woodlands-Patios/Greensboro/home/102830025,Builder Digital eXperience (BDX),Plan-1195294,NewHomeSource.com,N,Y,30.1629482,-95.5480733,false
New Construction Plan,Single Family Residential,Jillian II,Tomball,TX,77375,407990,4,2.5,The Woodlands - Creekside West - Timarron Park,3019,,,2,Garage,22,Active,,,,,407990,,,http://www.redfin.com/TX/Tomball/The-Woodlands-Creekside-West-Timarron-Park/Jillian-II/home/102563508,Builder Digital eXperience (BDX),Plan-1063360,NewHomeSource.com,N,Y,30.15529,-95.555109,false
New Construction Plan,Single Family Residential,Chelsea,Tomball,TX,77375,411990,4,2.5,The Woodlands - Creekside West - Timarron Park,3037,,,2,Garage,22,Active,,,,,411990,,,http://www.redfin.com/TX/Tomball/The-Woodlands-Creekside-West-Timarron-Park/Chelsea/home/102563511,Builder Digital eXperience (BDX),Plan-1063352,NewHomeSource.com,N,Y,30.15529,-95.555109,false
MLS Listing,Single Family Residential,11 N Plum Crest Cir,The Woodlands,TX,77382,450000,4,4.5,Woodlands Village Alden Bridge,3849,8564,1999,3,Garage,51,Active,2016-01-31,14:00,16:00,,450000,,,http://www.redfin.com/TX/Spring/11-N-Plum-Crest-Cir-77382/home/33257706,Houston Association of Realtors Multiple Listing Service (HARMLS),43545346,RE/MAX The Woodlands & Spring,N,Y,30.209727,-95.557191,false
MLS Listing,Single Family Residential,162 Lindenberry Cir,The Woodlands,TX,77389,475000,4,3.5,The Woodlands Creekside Park,3487,7229,2012,2,Garage,22,Active,,,,,475000,,,http://www.redfin.com/TX/The-Woodlands/162-Lindenberry-Cir-77389/home/44622571,Houston Association of Realtors Multiple Listing Service (HARMLS),54256440,RE/MAX Legends,N,Y,30.145899,-95.543782,false
New Construction Plan,Single Family Residential,Norbrick,Spring,TX,77389,716990,4,4.5,The Woodlands - Liberty Branch 75'/ 90',4154,,,3,Garage,25,Active,,,,,713990,,,http://www.redfin.com/TX/Spring/The-Woodlands-Liberty-Branch-75-90/Norbrick/home/102461668,Builder Digital eXperience (BDX),Plan-1059987,NewHomeSource.com,N,Y,30.144363,-95.541004,false
New Construction Plan,Single Family Residential,Ardell,Spring,TX,77389,599990,4,3.0,The Woodlands - Liberty Branch 60'/65' Traditional,3027,,,3,Garage,25,Active,,,,,593990,,,http://www.redfin.com/TX/Spring/The-Woodlands-Liberty-Branch-60-65-Traditional/Ardell/home/102461689,Builder Digital eXperience (BDX),Plan-1043054,NewHomeSource.com,N,Y,30.144363,-95.541004,false
New Construction Plan,Single Family Residential,Alexane,Spring,TX,77389,619990,4,4.5,The Woodlands - Liberty Branch 60'/65' Traditional,3426,,,3,Garage,25,Active,,,,,619990,,,http://www.redfin.com/TX/Spring/The-Woodlands-Liberty-Branch-60-65-Traditional/Alexane/home/102461679,Builder Digital eXperience (BDX),Plan-1123470,NewHomeSource.com,N,Y,30.144363,-95.541004,false
MLS Listing,Single Family Residential,95 Finn Cor,The Woodlands,TX,77389,749990,4,3.5,Liberty Branch-creekside,3401,9520,2015,3,Garage,193,Active,,,,2016-01-14,776077,,,http://www.redfin.com/TX/The-Woodlands/95-Finn-Corner-Way-77389/home/66772791,Houston Association of Realtors Multiple Listing Service (HARMLS),8648131,Gatehouse Properties,N,Y,30.143128,-95.539714,false
MLS Listing,Single Family Residential,219 Rockwell Park,The Woodlands,TX,77389,749990,4,4.5,Liberty Branch-creekside,3627,7920,2015,2,Garage,193,Active,,,,2016-01-14,774177,,,http://www.redfin.com/TX/The-Woodlands/219-Rockwell-Park-Blvd-77389/home/66772790,Houston Association of Realtors Multiple Listing Service (HARMLS),47886861,Gatehouse Properties,N,Y,30.143128,-95.539714,false
New Construction Plan,Single Family Residential,Hartwood,Spring,TX,77389,559990,4,3.0,The Woodlands - Liberty Branch 60'/65' Traditional,2920,,,2,Garage,25,Active,,,,,556990,,,http://www.redfin.com/TX/Spring/The-Woodlands-Liberty-Branch-60-65-Traditional/Hartwood/home/102461681,Builder Digital eXperience (BDX),Plan-1054184,NewHomeSource.com,N,Y,30.144363,-95.541004,false
New Construction Plan,Single Family Residential,Lakeport,Spring,TX,77389,599990,4,3.5,The Woodlands - Liberty Branch 60'/65' Traditional,3400,,,2,Garage,25,Active,,,,,596990,,,http://www.redfin.com/TX/Spring/The-Woodlands-Liberty-Branch-60-65-Traditional/Lakeport/home/102461682,Builder Digital eXperience (BDX),Plan-1050390,NewHomeSource.com,N,Y,30.144363,-95.541004,false
New Construction Plan,Single Family Residential,Quinlan,Spring,TX,77389,589990,4,3.5,The Woodlands - Liberty Branch 60'/65' Traditional,3282,,,2,Garage,25,Active,,,,,589990,,,http://www.redfin.com/TX/Spring/The-Woodlands-Liberty-Branch-60-65-Traditional/Quinlan/home/102461686,Builder Digital eXperience (BDX),Plan-1043056,NewHomeSource.com,N,Y,30.144363,-95.541004,false
New Construction Plan,Single Family Residential,Worthen,Spring,TX,77389,586990,4,3.5,The Woodlands - Liberty Branch 60'/65' Traditional,3286,,,2,Garage,25,Active,,,,,586990,,,http://www.redfin.com/TX/Spring/The-Woodlands-Liberty-Branch-60-65-Traditional/Worthen/home/102461688,Builder Digital eXperience (BDX),Plan-1043055,NewHomeSource.com,N,Y,30.144363,-95.541004,false
New Construction Plan,Single Family Residential,Barwin,Spring,TX,77389,576990,4,3.5,The Woodlands - Liberty Branch 60' Alley,3343,,,3,Garage,25,Active,,,,,576990,,,http://www.redfin.com/TX/Spring/The-Woodlands-Liberty-Branch-60-Alley/Barwin/home/102461751,Builder Digital eXperience (BDX),Plan-1042228,NewHomeSource.com,N,Y,30.144363,-95.541004,false
MLS Listing,Single Family Residential,110 Lindenberry Cir,The Woodlands,TX,77389,420000,4,3.5,The Woodlands Creekside Park,3246,8251,2012,3,Garage,88,Active,,,,2016-01-19,439000,2013-03-01,346000.0,http://www.redfin.com/TX/The-Woodlands/110-Lindenberry-Cir-77389/home/43490680,Houston Association of Realtors Multiple Listing Service (HARMLS),58983619,Keller Williams Realty The Woodlands,N,Y,30.14692706539624,-95.53768873214722,false
MLS Listing,Single Family Residential,31 W Sawyer Rdg,The Woodlands,TX,77389,553000,4,3.5,The Woodlands-creekside Park,3400,8580,2014,2,Garage,129,Active,,,,2015-10-18,499990,,,http://www.redfin.com/TX/The-Woodlands/31-W-Sawyer-Ridge-Dr-77389/home/62144623,Houston Association of Realtors Multiple Listing Service (HARMLS),3958447,Weekley Properties Beverly Bradley,N,Y,30.144363,-95.541004,false
MLS Listing,Single Family Residential,146 Slatestone,The Woodlands,TX,77382,535000,4,3.5,The Woodlands Alden,3637,10223,1999,3,Garage,9,Active,,,,,535000,,,http://www.redfin.com/TX/Spring/146-W-Slatestone-Cir-77382/home/33235633,Houston Association of Realtors Multiple Listing Service (HARMLS),25872328,RE/MAX The Woodlands & Spring,N,Y,30.206696,-95.545742,false
MLS Listing,Single Family Residential,31 Dalea Pl,The Woodlands,TX,77382,330000,4,2.5,The Woodlands Alden Bridge 3,2594,6565,1999,2,Garage,57,Active,,,,2016-01-28,350000,,,http://www.redfin.com/TX/Spring/31-Dalea-Pl-77382/home/33236445,Houston Association of Realtors Multiple Listing Service (HARMLS),82672497,RE/MAX The Woodlands & Spring,N,Y,30.214424,-95.543974,false
MLS Listing,Single Family Residential,14 Willow Point Pl,The Woodlands,TX,77382,258777,4,2.5,The Woodlands Alden Bridge,1899,6355,1998,2,Garage,9,Active,,,,2016-01-29,259700,,,http://www.redfin.com/TX/Spring/14-Willow-Point-Pl-77382/home/33220017,Houston Association of Realtors Multiple Listing Service (HARMLS),52853104,RE/MAX The Woodlands & Spring,N,Y,30.212147,-95.536899,false
MLS Listing,Single Family Residential,150 E Elm Cres,The Woodlands,TX,77382,340000,4,2.0,Wdlnds Village Alden Br 04,2454,9692,1994,2,Garage,18,Active,,,,2016-01-21,350000,1995-03-30,193914.0,http://www.redfin.com/TX/Spring/150-E-Elm-Cres-77382/home/33218060,Houston Association of Realtors Multiple Listing Service (HARMLS),61458426,Keller Williams Realty The Woodlands,N,Y,30.197424,-95.485379,false
MLS Listing,Single Family Residential,67 N Emory Bend Pl,The Woodlands,TX,77381,590000,4,4.5,The Woodlands Grogans Forest,3942,9993,2004,3,Garage,109,Active,2016-01-30,13:00,16:00,2016-01-26,627500,2012-08-23,552000.0,http://www.redfin.com/TX/Shenandoah/67-N-Emory-Bend-Pl-77381/home/32542543,Houston Association of Realtors Multiple Listing Service (HARMLS),91437763,Keller Williams Realty The Woodlands,N,Y,30.188257,-95.466802,false
MLS Listing,Single Family Residential,18 Colewood Ct,The Woodlands,TX,77382,319900,4,2.0,The Woodlands Sterling Ridge,2284,10499,2006,2,Garage,130,Active,,,,2016-01-22,345000,,,http://www.redfin.com/TX/Spring/18-Colewood-Ct-77382/home/32642337,Houston Association of Realtors Multiple Listing Service (HARMLS),26049544,"Zarco Properties, LLC",N,Y,30.201269,-95.580979,false
MLS Listing,Single Family Residential,27 Colewood Ct,The Woodlands,TX,77382,374000,4,2.5,Wdlnds Village Sterling Ridge,2765,8158,2006,2,Garage,43,Active,,,,2016-01-27,385000,2010-05-13,285000.0,http://www.redfin.com/TX/The-Woodlands/27-Colewood-Ct-77382/home/32642347,Houston Association of Realtors Multiple Listing Service (HARMLS),70813742,RE/MAX Legends,N,Y,30.201042,-95.581761,false
MLS Listing,Single Family Residential,40603 Ithaca,Magnolia,TX,77354,475000,4,3.0,Mostyn Manor,3829,23083,2013,3,Garage,15,Active,,,,2016-01-25,485000,,,http://www.redfin.com/TX/Magnolia/40603-Ithaca-Ln-77354/home/52403621,Houston Association of Realtors Multiple Listing Service (HARMLS),43859732,RE/MAX The Woodlands & Spring,N,Y,30.1908,-95.591,false
MLS Listing,Single Family Residential,14 White Fawn Dr,The Woodlands,TX,77381,325000,4,2.5,"Woodlands Village, Indian Springs",2628,10215,1988,2,Garage,20,Active,,,,,325000,,,http://www.redfin.com/TX/Spring/14-White-Fawn-Dr-77381/home/33216985,Houston Association of Realtors Multiple Listing Service (HARMLS),30737215,Champions Real Estate Group,N,Y,30.172127,-95.517044,false
MLS Listing,Single Family Residential,122 N Trace Creek Dr,The Woodlands,TX,77381,319900,4,2.5,The Woodlands Indian Spgs 03,2482,10189,1987,2,Garage,31,Active,,,,2016-01-13,328000,2010-07-23,210000.0,http://www.redfin.com/TX/Spring/122-N-Trace-Creek-Dr-77381/home/33216754,Houston Association of Realtors Multiple Listing Service (HARMLS),82238046,My Castle Realty,N,Y,30.158529,-95.510386,false
MLS Listing,Single Family Residential,74 Shearwater Pl,The Woodlands,TX,77381,749900,4,3.5,The Woodlands Cochrans Cross,4020,12869,1990,4,Garage,124,Active,,,,2016-01-13,799900,2010-03-19,440000.0,http://www.redfin.com/TX/Spring/74-Shearwater-Pl-77381/home/33221639,Houston Association of Realtors Multiple Listing Service (HARMLS),36244238,"Coldwell Banker United, REALTORS",N,Y,30.185546,-95.511623,false
MLS Listing,Single Family Residential,6 Quick Stream Pl,The Woodlands,TX,77381,438800,4,3.5,Wdlnds Village Indian Sprg 0,2949,10639,1988,5,Garage,14,Active,,,,,438800,2014-11-14,379000.0,http://www.redfin.com/TX/Spring/6-Quick-Stream-Pl-77381/home/33216674,Houston Association of Realtors Multiple Listing Service (HARMLS),16795694,Keller Williams Realty Conroe,N,Y,30.166917,-95.516612,false
MLS Listing,Single Family Residential,38 Pinepath Pl,The Woodlands,TX,77381,392000,4,2.5,Wdlnds Village Cochrans Cr 2,2920,7600,1992,2,Garage,23,Active,,,,,392000,2014-06-16,365000.0,http://www.redfin.com/TX/Spring/38-Pinepath-Pl-77381/home/33223674,Houston Association of Realtors Multiple Listing Service (HARMLS),37217287,Keller Williams Realty The Woodlands,N,Y,30.201603,-95.514006,false
MLS Listing,Single Family Residential,19 Shooting Star Pl,The Woodlands,TX,77381,479900,4,3.5,Wdlnds Village Cochrans Cr 2,2889,13708,1991,2,Garage,10,Active,,,,,479900,2014-09-30,458400.0,http://www.redfin.com/TX/Spring/19-Shooting-Star-Pl-77381/home/33224311,Houston Association of Realtors Multiple Listing Service (HARMLS),65498330,Champions Real Estate Group,N,Y,30.201263,-95.502856,false
MLS Listing,Single Family Residential,15 Mayfair Grove Ct,The Woodlands,TX,77381,419900,4,2.5,The Woodlands Panther Creek,3048,9294,2003,2,Garage,114,Active,,,,2016-01-20,449000,1994-08-22,136059.0,http://www.redfin.com/TX/Spring/15-Mayfair-Grove-Ct-77381/home/33227654,Houston Association of Realtors Multiple Listing Service (HARMLS),20179654,RE/MAX The Woodlands & Spring,N,Y,30.161247,-95.493054,false
MLS Listing,Single Family Residential,190 Evangeline Oaks Cir,The Woodlands,TX,77384,425000,4,3.5,Wdlnds Village Alden Br 74,3151,8400,2001,2,Garage,9,Active,,,,,425000,,,http://www.redfin.com/TX/Conroe/190-W-Evangeline-Oaks-Cir-77384/home/33290857,Houston Association of Realtors Multiple Listing Service (HARMLS),87781426,Keller Williams Realty The Woodlands,N,Y,30.216253,-95.500911,false
New Construction Plan,Single Family Residential,Charleston,Tomball,TX,77375,600990,4,3.5,The Woodlands Village of Creekside Park West- Garret Ridge,3822,,,3,Garage,25,Active,,,,,600990,,,http://www.redfin.com/TX/Tomball/The-Woodlands-Village-of-Creekside-Park-West-Garret-Ridge/Charleston/home/102415279,Builder Digital eXperience (BDX),Plan-1198232,NewHomeSource.com,N,Y,30.158212,-95.501165,false
New Construction Plan,Single Family Residential,Savannah,Tomball,TX,77375,595990,4,3.5,The Woodlands Village of Creekside Park West- Garret Ridge,3872,,,3,Garage,25,Active,,,,,595990,,,http://www.redfin.com/TX/Tomball/The-Woodlands-Village-of-Creekside-Park-West-Garret-Ridge/Savannah/home/102415280,Builder Digital eXperience (BDX),Plan-1198231,NewHomeSource.com,N,Y,30.158212,-95.501165,false
New Construction Plan,Single Family Residential,Boston II,Tomball,TX,77375,580990,4,4.0,The Woodlands Village of Creekside Park West- Garret Ridge,3763,,,3,Garage,25,Active,,,,,580990,,,http://www.redfin.com/TX/Tomball/The-Woodlands-Village-of-Creekside-Park-West-Garret-Ridge/Boston-II/home/102415281,Builder Digital eXperience (BDX),Plan-1198230,NewHomeSource.com,N,Y,30.158212,-95.501165,false
New Construction Plan,Single Family Residential,Dallas,Tomball,TX,77375,572990,4,3.5,The Woodlands Village of Creekside Park West- Garret Ridge,3636,,,3,Garage,25,Active,,,,,572990,,,http://www.redfin.com/TX/Tomball/The-Woodlands-Village-of-Creekside-Park-West-Garret-Ridge/Dallas/home/102415285,Builder Digital eXperience (BDX),Plan-1198228,NewHomeSource.com,N,Y,30.158212,-95.501165,false
New Construction Plan,Single Family Residential,Charlotte,Tomball,TX,77375,561990,4,3.5,The Woodlands Village of Creekside Park West- Garret Ridge,3827,,,2,Garage,25,Active,,,,,561990,,,http://www.redfin.com/TX/Tomball/The-Woodlands-Village-of-Creekside-Park-West-Garret-Ridge/Charlotte/home/102415286,Builder Digital eXperience (BDX),Plan-1198227,NewHomeSource.com,N,Y,30.158212,-95.501165,false
MLS Listing,Single Family Residential,89 W Night Heron Pl,The Woodlands,TX,77382,365000,4,3.5,Wdlnds Village Alden Br 02,2620,8819,1994,2,Garage,50,Active,,,,,365000,,,http://www.redfin.com/TX/Spring/89-W-Night-Heron-Pl-77382/home/33217831,Houston Association of Realtors Multiple Listing Service (HARMLS),61129449,BHGRE Gary Greene,N,Y,30.201293,-95.487943,false
MLS Listing,Single Family Residential,34 S Taylor Point Dr,The Woodlands,TX,77382,668000,4,3.5,Wdlnds Village Alden Br 13,4400,17524,1996,3,Garage,17,Active,,,,,668000,,,http://www.redfin.com/TX/Spring/34-S-Taylor-Point-Dr-77382/home/33218938,Houston Association of Realtors Multiple Listing Service (HARMLS),57552544,Real,N,Y,30.2145,-95.512392,false
MLS Listing,Single Family Residential,110 N Floral Leaf Cir,The Woodlands,TX,77381,455000,4,3.5,The Woodlands Cochrans Cross,3433,12491,1993,3,Garage,187,Active,,,,2016-01-11,512000,,,http://www.redfin.com/TX/Spring/110-N-Floral-Leaf-Cir-77381/home/33224499,Houston Association of Realtors Multiple Listing Service (HARMLS),92509244,RE/MAX The Woodlands & Spring,N,Y,30.204825,-95.517669,false
MLS Listing,Single Family Residential,11 N Morning Cloud Cir,The Woodlands,TX,77381,528500,4,3.5,Wdlnds Village Cochrans Cr 2,3410,10606,1992,2,Garage,5,Active,,,,,528500,1992-08-04,130000.0,http://www.redfin.com/TX/Spring/11-N-Morning-Cloud-Cir-77381/home/33223748,Houston Association of Realtors Multiple Listing Service (HARMLS),20862453,BHGRE Gary Greene,N,Y,30.197419,-95.494691,false
MLS Listing,Single Family Residential,2 Rose Petal Pl,The Woodlands,TX,77381,465000,4,3.5,The Woodlands Cochrans Cross,3187,11035,1992,3,Garage,1,Active,,,,,465000,1992-10-26,130000.0,http://www.redfin.com/TX/Spring/2-Rose-Petal-Pl-77381/home/33223965,Houston Association of Realtors Multiple Listing Service (HARMLS),20261822,RE/MAX The Woodlands & Spring,N,Y,30.199502,-95.494786,false
MLS Listing,Single Family Residential,3 Felicity Trace Pl,The Woodlands,TX,77382,649000,4,3.5,Wdlnds Village Alden Br 23,3659,12224,1996,2,Garage,6,Active,,,,,649000,2013-09-04,465500.0,http://www.redfin.com/TX/Spring/3-Felicity-Trace-Pl-77382/home/33219609,Houston Association of Realtors Multiple Listing Service (HARMLS),27490613,Hewitt Real Estate Group,N,Y,30.216865,-95.510621,false
MLS Listing,Single Family Residential,46 S Summer Cloud Dr,The Woodlands,TX,77381,265000,4,2.5,The Woodlands Cochrans Cross,2204,8449,1992,2,Garage,7,Active,,,,,265000,,,http://www.redfin.com/TX/The-Woodlands/46-S-Summer-Cloud-Dr-77381/home/33224830,Houston Association of Realtors Multiple Listing Service (HARMLS),62982284,Realty Executives/The Woodland,N,Y,30.201249,-95.516927,false
MLS Listing,Single Family Residential,19 Flagstone Path,The Woodlands,TX,77381,600000,4,3.5,The Woodlands Cochrans Cross,3702,11098,1997,3,Garage,2,Active,,,,,600000,,,http://www.redfin.com/TX/Spring/19-Flagstone-Path-77381/home/33225720,Houston Association of Realtors Multiple Listing Service (HARMLS),57158625,"Coldwell Banker United, REALTORS",N,Y,30.193622,-95.511736,false
MLS Listing,Single Family Residential,103 N Summer Cloud Dr,The Woodlands,TX,77381,549000,4,3.5,The Woodlands Cochrans Cross,3506,11053,1992,2,Garage,87,Active,,,,2016-01-25,559000,,,http://www.redfin.com/TX/Spring/103-N-Summer-Cloud-Dr-77381/home/33224922,Houston Association of Realtors Multiple Listing Service (HARMLS),91362764,"Texas Home Group, REALTORS",N,Y,30.202892,-95.519133,false
MLS Listing,Single Family Residential,51 Rumplecreek,The Woodlands,TX,77381,289900,4,2.5,The Woodlands Cochrans Cross,2670,8940,1992,2,Garage,82,Active,2016-01-30,15:00,17:00,2016-01-27,307000,2015-02-26,294750.0,http://www.redfin.com/TX/Spring/51-E-Rumplecreek-Pl-77381/home/33224677,Houston Association of Realtors Multiple Listing Service (HARMLS),28238723,Keller Williams Realty Northeast,N,Y,30.198747,-95.50357,false
MLS Listing,Single Family Residential,70 S Almondell,The Woodlands,TX,77354,540000,4,3.5,The Woodlands Sterling Ridge,4328,8450,2008,3,Garage,124,Active,,,,2016-01-13,599000,2009-05-26,380000.0,http://www.redfin.com/TX/Magnolia/70-S-Almondell-Cir-77354/home/43476558,Houston Association of Realtors Multiple Listing Service (HARMLS),18192540,"Coldwell Banker United, REALTORS",N,Y,30.171381,-95.5936707,false
New Construction Plan,Single Family Residential,San Michele,Tomball,TX,77375,732995,4,3.5,The Woodlands - Creekside Park - Coronet Ridge,3896,,,3,Garage,25,Active,,,,,732995,,,http://www.redfin.com/TX/Tomball/The-Woodlands-Creekside-Park-Coronet-Ridge/San-Michele/home/102799848,Builder Digital eXperience (BDX),Plan-1207116,NewHomeSource.com,N,Y,30.144984,-95.566612,false
New Construction Plan,Single Family Residential,Meridian,Tomball,TX,77375,489990,4,3.5,The Woodlands 65s Chateau Series: Village of Creekside Park,3421,,,3,Garage,25,Active,,,,,489990,,,http://www.redfin.com/TX/Tomball/The-Woodlands-65s-Chateau-Series-Village-of-Creekside-Park/Meridian/home/102440471,Builder Digital eXperience (BDX),Plan-1218151,NewHomeSource.com,N,Y,30.140656,-95.563221,false
New Construction Plan,Single Family Residential,Harrington,Tomball,TX,77375,483990,4,3.5,The Woodlands 65s Chateau Series: Village of Creekside Park,3266,,,2,Garage,25,Active,,,,,481990,,,http://www.redfin.com/TX/Tomball/The-Woodlands-65s-Chateau-Series-Village-of-Creekside-Park/Harrington/home/102440474,Builder Digital eXperience (BDX),Plan-1218149,NewHomeSource.com,N,Y,30.140656,-95.563221,false
New Construction Plan,Single Family Residential,Augusta,Tomball,TX,77375,521990,4,3.5,The Woodlands 65s Chateau Series: Village of Creekside Park,3793,,,2,Garage,25,Active,,,,,506990,,,http://www.redfin.com/TX/Tomball/The-Woodlands-65s-Chateau-Series-Village-of-Creekside-Park/Augusta/home/102440479,Builder Digital eXperience (BDX),Plan-1218146,NewHomeSource.com,N,Y,30.140656,-95.563221,false
MLS Listing,Single Family Residential,59 Beacons Light Pl,The Woodlands,TX,77375,725000,4,3.5,Creekside Park,4088,,2015,3,Garage,239,Active,,,,2016-01-04,772788,,,http://www.redfin.com/TX/The-Woodlands/59-Beacons-Light-Pl-77375/home/83542897,Houston Association of Realtors Multiple Listing Service (HARMLS),52506217,HomesUSA.com,N,Y,30.145415,-95.560627,false
MLS Listing,Single Family Residential,115 S Vesper Bend Cir,The Woodlands,TX,77382,250000,4,2.5,Wdlnds Village Sterling Ridg,2229,8768,2004,2,Garage,9,Active,,,,,250000,,,http://www.redfin.com/TX/Spring/115-S-Vesper-Bend-Cir-77382/home/32542497,Houston Association of Realtors Multiple Listing Service (HARMLS),99752223,"Zarco Properties, LLC",N,Y,30.178193,-95.566743,false
New Construction Plan,Single Family Residential,Savannah,Tomball,TX,77375,476990,4,3.5,The Woodlands 65s Chateau Series: Village of Creekside Park,3171,,,2,Garage,25,Active,,,,,476990,,,http://www.redfin.com/TX/Tomball/The-Woodlands-65s-Chateau-Series-Village-of-Creekside-Park/Savannah/home/102440470,Builder Digital eXperience (BDX),Plan-1218152,NewHomeSource.com,N,Y,30.140656,-95.563221,false
New Construction Plan,Single Family Residential,Emerson,Tomball,TX,77375,464990,4,3.0,The Woodlands 65s Chateau Series: Village of Creekside Park,2741,,,3,Garage,25,Active,,,,,464990,,,http://www.redfin.com/TX/Tomball/The-Woodlands-65s-Chateau-Series-Village-of-Creekside-Park/Emerson/home/102440475,Builder Digital eXperience (BDX),Plan-1218148,NewHomeSource.com,N,Y,30.140656,-95.563221,false
MLS Listing,Single Family Residential,19 Fraiser Fir Pl,The Woodlands,TX,77389,333000,4,2.5,The Woodlands Creekside Park,2559,7698,2008,2,Garage,46,Active,,,,2016-01-11,340000,,,http://www.redfin.com/TX/Spring/19-Fraiser-Fir-Pl-77389/home/29589979,Houston Association of Realtors Multiple Listing Service (HARMLS),54064538,"Coldwell Banker United, REALTORS",N,Y,30.137853,-95.524992,false
MLS Listing,Single Family Residential,107 S Rocky Point Cir,The Woodlands,TX,77389,345000,4,2.5,The Woodlands Creekside Park,2734,7200,2009,2,Garage,127,Active,,,,2016-01-15,375000,2009-07-09,235000.0,http://www.redfin.com/TX/The-Woodlands/107-S-Rocky-Point-Cir-77389/home/34223321,Houston Association of Realtors Multiple Listing Service (HARMLS),10752349,Keller Williams Realty The Woodlands,N,Y,30.138624,-95.524121,false
MLS Listing,Single Family Residential,14 Painted Post Pl,The Woodlands,TX,77389,353000,4,3.0,The Woodlands Creekside Park,2718,8190,2013,2,Garage,164,Active,,,,2015-11-13,370000,,,http://www.redfin.com/TX/Spring/14-Painted-Post-Pl-77389/home/66044127,Houston Association of Realtors Multiple Listing Service (HARMLS),78285739,RE/MAX The Woodlands & Spring,N,Y,30.1384334564209,-95.5453338623047,false
MLS Listing,Single Family Residential,6738 Honeycrest Ln,Spring,TX,77389,359900,4,3.5,Auburn Lakes Reserve,3367,9462,2009,3,Garage,11,Active,,,,,359900,2014-08-19,317425.0,http://www.redfin.com/TX/Spring/6738-Honeycrest-Ln-77389/home/34237868,Houston Association of Realtors Multiple Listing Service (HARMLS),69950498,Martha Turner Sotheby's International Realty,N,Y,30.136745,-95.519752,false
MLS Listing,Single Family Residential,6715 Honeycrest Ln,Spring,TX,77389,340000,4,3.5,Auburn Lakes Reserve,3305,8750,2010,3,Garage,50,Active,,,,2016-01-20,350000,,,http://www.redfin.com/TX/Spring/6715-Honeycrest-Ln-77389/home/40210384,Houston Association of Realtors Multiple Listing Service (HARMLS),9679220,RE/MAX Professional Group,N,Y,30.136252,-95.518538,false
New Construction Plan,Single Family Residential,Elizabeth,Magnolia,TX,,441990,4,2.5,The Woodlands - Creekside West - Wyatt Oaks,3151,,,2,Garage,22,Active,,,,,441990,,,http://www.redfin.com/TX/Magnolia/The-Woodlands-Creekside-West-Wyatt-Oaks/Elizabeth/home/102563427,Builder Digital eXperience (BDX),Plan-1156591,NewHomeSource.com,N,Y,30.139,-95.56,false
